------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
1830;		84016;		84059;		43;		19.62;		757.39;		-0.49
1831;		84059;		84110;		51;		19.64;		757.31;		0.40
1832;		84110;		84153;		43;		19.64;		757.43;		-0.93
1833;		84153;		84196;		43;		19.64;		757.43;		-0.93
1834;		84196;		84239;		43;		19.64;		757.43;		-0.93
1835;		84239;		84282;		43;		19.64;		757.43;		-0.93
1836;		84282;		84325;		43;		19.64;		757.31;		0.40
1837;		84325;		84368;		43;		19.64;		757.43;		-0.93
1838;		84368;		84411;		43;		19.64;		757.43;		-0.93
1839;		84411;		84483;		72;		19.64;		757.31;		0.40
1840;		84483;		84526;		43;		19.64;		757.31;		0.40
1841;		84526;		84591;		65;		19.62;		757.28;		0.74
1842;		84591;		84634;		43;		19.64;		757.43;		-0.93
1843;		84634;		84677;		43;		19.64;		757.31;		0.40
1844;		84677;		84720;		43;		19.64;		757.43;		-0.93
1845;		84720;		84763;		43;		19.64;		757.31;		0.40
1846;		84763;		84806;		43;		19.64;		757.31;		0.40
1847;		84806;		84849;		43;		19.64;		757.31;		0.40
1848;		84849;		84892;		43;		19.64;		757.31;		0.40
1849;		84892;		84935;		43;		19.62;		757.28;		0.74
1850;		84935;		84978;		43;		19.64;		757.43;		-0.93
1851;		84978;		85029;		51;		19.64;		757.31;		0.40
1852;		85029;		85072;		43;		19.64;		757.20;		1.63
1853;		85072;		85115;		43;		19.64;		757.31;		0.40
1854;		85115;		85158;		43;		19.66;		757.35;		-0.04
1855;		85158;		85219;		61;		19.64;		757.31;		0.40
1856;		85219;		85274;		55;		19.64;		757.31;		0.40
1857;		85274;		85317;		43;		19.64;		757.31;		0.40
1858;		85317;		85360;		43;		19.64;		757.43;		-0.93
1859;		85360;		85403;		43;		19.64;		757.31;		0.40
1860;		85403;		85446;		43;		19.64;		757.31;		0.40
1861;		85446;		85497;		51;		19.64;		757.31;		0.40
1862;		85497;		85540;		43;		19.66;		757.35;		-0.04
1863;		85540;		85583;		43;		19.64;		757.43;		-0.93
1864;		85583;		85626;		43;		19.64;		757.43;		-0.93
1865;		85626;		85669;		43;		19.64;		757.31;		0.40
1866;		85669;		85712;		43;		19.64;		757.31;		0.40
1867;		85712;		85755;		43;		19.64;		757.31;		0.40
1868;		85755;		85798;		43;		19.64;		757.31;		0.40
1869;		85798;		85841;		43;		19.64;		757.31;		0.40
1870;		85841;		85884;		43;		19.64;		757.31;		0.40
1871;		85884;		85935;		51;		19.64;		757.31;		0.40
1872;		85935;		85996;		61;		19.64;		757.43;		-0.93
1873;		85996;		86051;		55;		19.66;		757.46;		-1.27
1874;		86051;		86094;		43;		19.64;		757.43;		-0.93
1875;		86094;		86137;		43;		19.64;		757.31;		0.40
1876;		86137;		86180;		43;		19.64;		757.31;		0.40
1877;		86180;		86223;		43;		19.64;		757.31;		0.40
1878;		86223;		86266;		43;		19.64;		757.31;		0.40
1879;		86266;		86309;		43;		19.64;		757.43;		-0.93
1880;		86309;		86352;		43;		19.64;		757.31;		0.40
1881;		86352;		86403;		51;		19.64;		757.31;		0.40
1882;		86403;		86446;		43;		19.66;		757.46;		-1.27
1883;		86446;		86489;		43;		19.64;		757.31;		0.40
1884;		86489;		86532;		43;		19.66;		757.35;		-0.04
1885;		86532;		86575;		43;		19.66;		757.35;		-0.04
1886;		86575;		86618;		43;		19.64;		757.43;		-0.93
1887;		86618;		86661;		43;		19.64;		757.31;		0.40
1888;		86661;		86722;		61;		19.66;		757.35;		-0.04
1889;		86722;		86765;		43;		19.64;		757.31;		0.40
1890;		86765;		86808;		43;		19.66;		757.24;		1.18
1891;		86808;		86870;		62;		19.66;		757.35;		-0.04
1892;		86870;		86913;		43;		19.64;		757.43;		-0.93
1893;		86913;		86956;		43;		19.66;		757.35;		-0.04
1894;		86956;		86999;		43;		19.64;		757.31;		0.40
1895;		86999;		87042;		43;		19.66;		757.35;		-0.04
1896;		87042;		87085;		43;		19.66;		757.35;		-0.04
1897;		87085;		87128;		43;		19.64;		757.31;		0.40
1898;		87128;		87171;		43;		19.66;		757.24;		1.18
1899;		87171;		87214;		43;		19.66;		757.35;		-0.04
1900;		87214;		87257;		43;		19.66;		757.35;		-0.04
1901;		87257;		87308;		51;		19.66;		757.35;		-0.04
1902;		87308;		87351;		43;		19.66;		757.46;		-1.27
1903;		87351;		87394;		43;		19.66;		757.35;		-0.04
1904;		87394;		87437;		43;		19.66;		757.35;		-0.04
1905;		87437;		87498;		61;		19.66;		757.35;		-0.04
1906;		87498;		87541;		43;		19.66;		757.46;		-1.27
1907;		87541;		87584;		43;		19.66;		757.35;		-0.04
1908;		87584;		87639;		55;		19.66;		757.35;		-0.04
1909;		87639;		87682;		43;		19.66;		757.46;		-1.27
1910;		87682;		87725;		43;		19.66;		757.46;		-1.27
1911;		87725;		87776;		51;		19.66;		757.35;		-0.04
1912;		87776;		87819;		43;		19.66;		757.35;		-0.04
1913;		87819;		87862;		43;		19.66;		757.35;		-0.04
1914;		87862;		87905;		43;		19.66;		757.35;		-0.04
1915;		87905;		87948;		43;		19.66;		757.46;		-1.27
1916;		87948;		87991;		43;		19.66;		757.46;		-1.27
1917;		87991;		88034;		43;		19.67;		757.38;		-0.38
1918;		88034;		88077;		43;		19.67;		757.38;		-0.38
1919;		88077;		88120;		43;		19.66;		757.35;		-0.04
1920;		88120;		88172;		52;		19.66;		757.35;		-0.04
1921;		88172;		88232;		60;		19.66;		757.35;		-0.04
1922;		88232;		88275;		43;		19.66;		757.35;		-0.04
1923;		88275;		88318;		43;		19.66;		757.35;		-0.04
1924;		88318;		88361;		43;		19.66;		757.35;		-0.04
1925;		88361;		88416;		55;		19.66;		757.35;		-0.04
1926;		88416;		88459;		43;		19.66;		757.35;		-0.04
1927;		88459;		88502;		43;		19.66;		757.35;		-0.04
1928;		88502;		88545;		43;		19.66;		757.35;		-0.04
1929;		88545;		88588;		43;		19.66;		757.35;		-0.04
1930;		88588;		88638;		50;		19.66;		757.35;		-0.04
1931;		88638;		88681;		43;		19.66;		757.35;		-0.04
1932;		88681;		88724;		43;		19.66;		757.35;		-0.04
1933;		88724;		88767;		43;		19.66;		757.35;		-0.04
1934;		88767;		88810;		43;		19.66;		757.35;		-0.04
1935;		88810;		88853;		43;		19.66;		757.35;		-0.04
1936;		88853;		88896;		43;		19.66;		757.35;		-0.04
1937;		88896;		88939;		43;		19.66;		757.35;		-0.04
1938;		88939;		89000;		61;		19.66;		757.35;		-0.04
1939;		89000;		89043;		43;		19.66;		757.35;		-0.04
1940;		89043;		89094;		51;		19.66;		757.35;		-0.04
1941;		89094;		89137;		43;		19.66;		757.35;		-0.04
1942;		89137;		89192;		55;		19.66;		757.35;		-0.04
1943;		89192;		89235;		43;		19.66;		757.35;		-0.04
1944;		89235;		89278;		43;		19.66;		757.35;		-0.04
1945;		89278;		89321;		43;		19.66;		757.35;		-0.04
1946;		89321;		89364;		43;		19.66;		757.35;		-0.04
1947;		89364;		89407;		43;		19.66;		757.46;		-1.27
1948;		89407;		89450;		43;		19.66;		757.35;		-0.04
1949;		89450;		89493;		43;		19.66;		757.35;		-0.04
1950;		89493;		89544;		51;		19.66;		757.24;		1.18
1951;		89544;		89587;		43;		19.66;		757.35;		-0.04
1952;		89587;		89630;		43;		19.66;		757.35;		-0.04
1953;		89630;		89673;		43;		19.66;		757.35;		-0.04
1954;		89673;		89734;		61;		19.66;		757.35;		-0.04
1955;		89734;		89777;		43;		19.66;		757.35;		-0.04
1956;		89777;		89820;		43;		19.66;		757.24;		1.18
1957;		89820;		89863;		43;		19.67;		757.38;		-0.38
1958;		89863;		89906;		43;		19.66;		757.35;		-0.04
1959;		89906;		89949;		43;		19.66;		757.35;		-0.04
1960;		89949;		90051;		102;		19.66;		757.35;		-0.04
1961;		90051;		90094;		43;		19.66;		757.35;		-0.04
1962;		90094;		90137;		43;		19.66;		757.35;		-0.04
1963;		90137;		90180;		43;		19.66;		757.35;		-0.04
1964;		90180;		90223;		43;		19.66;		757.35;		-0.04
1965;		90223;		90266;		43;		19.66;		757.35;		-0.04
1966;		90266;		90309;		43;		19.67;		757.38;		-0.38
1967;		90309;		90352;		43;		19.66;		757.35;		-0.04
1968;		90352;		90395;		43;		19.66;		757.35;		-0.04
1969;		90395;		90438;		43;		19.66;		757.35;		-0.04
1970;		90438;		90489;		51;		19.66;		757.46;		-1.27
1971;		90489;		90550;		61;		19.66;		757.35;		-0.04
1972;		90550;		90593;		43;		19.66;		757.35;		-0.04
1973;		90593;		90636;		43;		19.66;		757.35;		-0.04
1974;		90636;		90679;		43;		19.66;		757.35;		-0.04
1975;		90679;		90722;		43;		19.67;		757.27;		0.85
1976;		90722;		90765;		43;		19.66;		757.35;		-0.04
1977;		90765;		90820;		55;		19.67;		757.38;		-0.38
1978;		90820;		90863;		43;		19.67;		757.38;		-0.38
1979;		90863;		90906;		43;		19.66;		757.35;		-0.04
1980;		90906;		90957;		51;		19.67;		757.27;		0.85
1981;		90957;		91000;		43;		19.67;		757.38;		-0.38
1982;		91000;		91043;		43;		19.67;		757.38;		-0.38
1983;		91043;		91086;		43;		19.67;		757.49;		-1.60
1984;		91086;		91129;		43;		19.67;		757.38;		-0.38
1985;		91129;		91172;		43;		19.67;		757.27;		0.85
1986;		91172;		91215;		43;		19.67;		757.38;		-0.38
1987;		91215;		91275;		60;		19.67;		757.38;		-0.38
1988;		91275;		91318;		43;		19.67;		757.38;		-0.38
1989;		91318;		91369;		51;		19.66;		757.35;		-0.04
1990;		91369;		91412;		43;		19.67;		757.38;		-0.38
1991;		91412;		91455;		43;		19.67;		757.38;		-0.38
1992;		91455;		91498;		43;		19.67;		757.38;		-0.38
1993;		91498;		91541;		43;		19.67;		757.38;		-0.38
1994;		91541;		91596;		55;		19.67;		757.38;		-0.38
1995;		91596;		91639;		43;		19.67;		757.38;		-0.38
1996;		91639;		91682;		43;		19.66;		757.35;		-0.04
1997;		91682;		91725;		43;		19.67;		757.38;		-0.38
1998;		91725;		91768;		43;		19.67;		757.38;		-0.38
1999;		91768;		91819;		51;		19.67;		757.38;		-0.38
2000;		91819;		91862;		43;		19.67;		757.38;		-0.38
2001;		91862;		91905;		43;		19.66;		757.35;		-0.04
2002;		91905;		91948;		43;		19.67;		757.27;		0.85
2003;		91948;		91991;		43;		19.66;		757.35;		-0.04
2004;		91991;		92052;		61;		19.67;		757.27;		0.85
2005;		92052;		92095;		43;		19.67;		757.38;		-0.38
2006;		92095;		92138;		43;		19.67;		757.38;		-0.38
2007;		92138;		92181;		43;		19.67;		757.38;		-0.38
2008;		92181;		92224;		43;		19.67;		757.38;		-0.38
2009;		92224;		92275;		51;		19.67;		757.38;		-0.38
2010;		92275;		92318;		43;		19.67;		757.27;		0.85
2011;		92318;		92373;		55;		19.67;		757.27;		0.85
2012;		92373;		92416;		43;		19.67;		757.38;		-0.38
2013;		92416;		92459;		43;		19.67;		757.38;		-0.38
2014;		92459;		92502;		43;		19.67;		757.27;		0.85
2015;		92502;		92545;		43;		19.67;		757.38;		-0.38
2016;		92545;		92588;		43;		19.67;		757.38;		-0.38
2017;		92588;		92631;		43;		19.67;		757.38;		-0.38
2018;		92631;		92674;		43;		19.67;		757.27;		0.85
2019;		92674;		92725;		51;		19.67;		757.38;		-0.38
2020;		92725;		92786;		61;		19.67;		757.27;		0.85
2021;		92786;		92829;		43;		19.67;		757.27;		0.85
2022;		92829;		92872;		43;		19.67;		757.27;		0.85
2023;		92872;		92915;		43;		19.67;		757.38;		-0.38
2024;		92915;		92958;		43;		19.67;		757.27;		0.85
2025;		92958;		93001;		43;		19.67;		757.27;		0.85
2026;		93001;		93044;		43;		19.69;		757.30;		0.52
2027;		93044;		93087;		43;		19.67;		757.38;		-0.38
2028;		93087;		93141;		54;		19.67;		757.27;		0.85
2029;		93141;		93192;		51;		19.67;		757.38;		-0.38
2030;		93192;		93235;		43;		19.67;		757.27;		0.85
2031;		93235;		93278;		43;		19.67;		757.27;		0.85
2032;		93278;		93321;		43;		19.67;		757.38;		-0.38
2033;		93321;		93364;		43;		19.67;		757.27;		0.85
2034;		93364;		93407;		43;		19.67;		757.27;		0.85
2035;		93407;		93450;		43;		19.69;		757.30;		0.52
2036;		93450;		93493;		43;		19.69;		757.41;		-0.71
2037;		93493;		93553;		60;		19.67;		757.27;		0.85
2038;		93553;		93596;		43;		19.67;		757.38;		-0.38
2039;		93596;		93647;		51;		19.67;		757.27;		0.85
2040;		93647;		93690;		43;		19.69;		757.30;		0.52
2041;		93690;		93733;		43;		19.67;		757.27;		0.85
2042;		93733;		93776;		43;		19.67;		757.27;		0.85
2043;		93776;		93819;		43;		19.69;		757.41;		-0.71
2044;		93819;		93862;		43;		19.69;		757.30;		0.52
2045;		93862;		93917;		55;		19.69;		757.41;		-0.71
2046;		93917;		93960;		43;		19.69;		757.41;		-0.71
2047;		93960;		94003;		43;		19.69;		757.41;		-0.71
2048;		94003;		94046;		43;		19.67;		757.38;		-0.38
2049;		94046;		94097;		51;		19.69;		757.30;		0.52
2050;		94097;		94140;		43;		19.69;		757.41;		-0.71
2051;		94140;		94183;		43;		19.67;		757.38;		-0.38
2052;		94183;		94226;		43;		19.69;		757.41;		-0.71
2053;		94226;		94287;		61;		19.67;		757.38;		-0.38
2054;		94287;		94330;		43;		19.69;		757.30;		0.52
2055;		94330;		94373;		43;		19.67;		757.38;		-0.38
2056;		94373;		94416;		43;		19.69;		757.30;		0.52
2057;		94416;		94459;		43;		19.69;		757.30;		0.52
2058;		94459;		94502;		43;		19.69;		757.30;		0.52
2059;		94502;		94553;		51;		19.69;		757.30;		0.52
2060;		94553;		94596;		43;		19.69;		757.41;		-0.71
2061;		94596;		94639;		43;		19.69;		757.41;		-0.71
2062;		94639;		94693;		54;		19.69;		757.41;		-0.71
2063;		94693;		94736;		43;		19.69;		757.41;		-0.71
2064;		94736;		94779;		43;		19.69;		757.30;		0.52
2065;		94779;		94822;		43;		19.69;		757.30;		0.52
2066;		94822;		94865;		43;		19.69;		757.41;		-0.71
2067;		94865;		94908;		43;		19.69;		757.30;		0.52
2068;		94908;		94951;		43;		19.69;		757.30;		0.52
2069;		94951;		95002;		51;		19.69;		757.30;		0.52
2070;		95002;		95062;		60;		19.69;		757.30;		0.52
2071;		95062;		95105;		43;		19.69;		757.30;		0.52
2072;		95105;		95148;		43;		19.69;		757.30;		0.52
2073;		95148;		95191;		43;		19.69;		757.41;		-0.71
2074;		95191;		95234;		43;		19.69;		757.41;		-0.71
2075;		95234;		95277;		43;		19.69;		757.30;		0.52
2076;		95277;		95320;		43;		19.69;		757.30;		0.52
2077;		95320;		95363;		43;		19.69;		757.30;		0.52
2078;		95363;		95406;		43;		19.69;		757.30;		0.52
2079;		95406;		95469;		63;		19.69;		757.41;		-0.71
2080;		95469;		95512;		43;		19.69;		757.30;		0.52
2081;		95512;		95555;		43;		19.69;		757.41;		-0.71
2082;		95555;		95598;		43;		19.69;		757.30;		0.52
2083;		95598;		95641;		43;		19.69;		757.41;		-0.71
2084;		95641;		95684;		43;		19.69;		757.41;		-0.71
2085;		95684;		95727;		43;		19.69;		757.30;		0.52
2086;		95727;		95788;		61;		19.69;		757.41;		-0.71
2087;		95788;		95831;		43;		19.69;		757.41;		-0.71
2088;		95831;		95874;		43;		19.69;		757.30;		0.52
2089;		95874;		95925;		51;		19.69;		757.52;		-1.94
2090;		95925;		95968;		43;		19.69;		757.41;		-0.71
2091;		95968;		96011;		43;		19.69;		757.30;		0.52
2092;		96011;		96054;		43;		19.69;		757.30;		0.52
2093;		96054;		96097;		43;		19.71;		757.33;		0.18
2094;		96097;		96140;		43;		19.69;		757.30;		0.52
2095;		96140;		96183;		43;		19.69;		757.30;		0.52
2096;		96183;		96226;		43;		19.69;		757.30;		0.52
2097;		96226;		96280;		54;		19.69;		757.41;		-0.71
2098;		96280;		96323;		43;		19.69;		757.30;		0.52
2099;		96323;		96374;		51;		19.69;		757.30;		0.52
2100;		96374;		96417;		43;		19.69;		757.30;		0.52
2101;		96417;		96460;		43;		19.69;		757.41;		-0.71
2102;		96460;		96503;		43;		19.71;		757.33;		0.18
2103;		96503;		96564;		61;		19.69;		757.41;		-0.71
2104;		96564;		96607;		43;		19.69;		757.41;		-0.71
2105;		96607;		96650;		43;		19.69;		757.30;		0.52
2106;		96650;		96693;		43;		19.69;		757.41;		-0.71
2107;		96693;		96736;		43;		19.69;		757.30;		0.52
2108;		96736;		96779;		43;		19.69;		757.30;		0.52
2109;		96779;		96830;		51;		19.69;		757.30;		0.52
2110;		96830;		96873;		43;		19.69;		757.30;		0.52
2111;		96873;		96916;		43;		19.69;		757.41;		-0.71
2112;		96916;		96959;		43;		19.71;		757.33;		0.18
2113;		96959;		97002;		43;		19.69;		757.41;		-0.71
2114;		97002;		97056;		54;		19.69;		757.30;		0.52
2115;		97056;		97099;		43;		19.69;		757.30;		0.52
2116;		97099;		97142;		43;		19.69;		757.41;		-0.71
2117;		97142;		97185;		43;		19.69;		757.30;		0.52
2118;		97185;		97228;		43;		19.69;		757.30;		0.52
2119;		97228;		97297;		69;		19.69;		757.30;		0.52
2120;		97297;		97340;		43;		19.69;		757.30;		0.52
2121;		97340;		97383;		43;		19.69;		757.30;		0.52
2122;		97383;		97426;		43;		19.69;		757.41;		-0.71
2123;		97426;		97469;		43;		19.69;		757.30;		0.52
2124;		97469;		97512;		43;		19.69;		757.41;		-0.71
2125;		97512;		97555;		43;		19.69;		757.41;		-0.71
2126;		97555;		97598;		43;		19.69;		757.41;		-0.71
2127;		97598;		97641;		43;		19.69;		757.30;		0.52
2128;		97641;		97684;		43;		19.69;		757.41;		-0.71
2129;		97684;		97735;		51;		19.69;		757.41;		-0.71
2130;		97735;		97778;		43;		19.69;		757.41;		-0.71
2131;		97778;		97833;		55;		19.69;		757.30;		0.52
2132;		97833;		97876;		43;		19.69;		757.41;		-0.71
2133;		97876;		97919;		43;		19.71;		757.33;		0.18
2134;		97919;		97962;		43;		19.69;		757.41;		-0.71
2135;		97962;		98005;		43;		19.71;		757.45;		-1.16
2136;		98005;		98066;		61;		19.69;		757.30;		0.52
2137;		98066;		98109;		43;		19.69;		757.30;		0.52
2138;		98109;		98152;		43;		19.69;		757.41;		-0.71
2139;		98152;		98203;		51;		19.69;		757.30;		0.52
2140;		98203;		98246;		43;		19.69;		757.30;		0.52
2141;		98246;		98289;		43;		19.71;		757.45;		-1.16
2142;		98289;		98332;		43;		19.69;		757.30;		0.52
2143;		98332;		98375;		43;		19.69;		757.30;		0.52
2144;		98375;		98418;		43;		19.69;		757.41;		-0.71
2145;		98418;		98461;		43;		19.69;		757.30;		0.52
2146;		98461;		98504;		43;		19.69;		757.30;		0.52
2147;		98504;		98547;		43;		19.69;		757.30;		0.52
2148;		98547;		98618;		71;		19.69;		757.30;		0.52
2149;		98618;		98670;		52;		19.69;		757.41;		-0.71
2150;		98670;		98713;		43;		19.71;		757.33;		0.18
2151;		98713;		98756;		43;		19.69;		757.41;		-0.71
2152;		98756;		98816;		60;		19.69;		757.41;		-0.71
2153;		98816;		98859;		43;		19.69;		757.30;		0.52
2154;		98859;		98902;		43;		19.69;		757.41;		-0.71
2155;		98902;		98945;		43;		19.69;		757.41;		-0.71
2156;		98945;		98988;		43;		19.69;		757.19;		1.74
2157;		98988;		99031;		43;		19.69;		757.30;		0.52
2158;		99031;		99095;		64;		19.69;		757.41;		-0.71
2159;		99095;		99138;		43;		19.69;		757.30;		0.52
2160;		99138;		99181;		43;		19.71;		757.45;		-1.16
2161;		99181;		99224;		43;		19.69;		757.41;		-0.71
2162;		99224;		99267;		43;		19.69;		757.30;		0.52
2163;		99267;		99310;		43;		19.69;		757.41;		-0.71
2164;		99310;		99353;		43;		19.69;		757.19;		1.74
2165;		99353;		99408;		55;		19.69;		757.30;		0.52
2166;		99408;		99451;		43;		19.69;		757.41;		-0.71
2167;		99451;		99494;		43;		19.69;		757.30;		0.52
2168;		99494;		99545;		51;		19.69;		757.30;		0.52
2169;		99545;		99605;		60;		19.69;		757.30;		0.52
2170;		99605;		99648;		43;		19.69;		757.41;		-0.71
2171;		99648;		99691;		43;		19.69;		757.30;		0.52
2172;		99691;		99734;		43;		19.69;		757.41;		-0.71
2173;		99734;		99777;		43;		19.69;		757.30;		0.52
2174;		99777;		99820;		43;		19.69;		757.30;		0.52
2175;		99820;		99863;		43;		19.71;		757.45;		-1.16
2176;		99863;		99906;		43;		19.69;		757.30;		0.52
2177;		99906;		99949;		43;		19.69;		757.41;		-0.71
2178;		99949;		100000;		51;		19.69;		757.30;		0.52
2179;		100000;		100043;		43;		19.69;		757.41;		-0.71
2180;		100043;		100086;		43;		19.71;		757.45;		-1.16
2181;		100086;		100129;		43;		19.71;		757.33;		0.18
2182;		100129;		100184;		55;		19.69;		757.41;		-0.71
2183;		100184;		100227;		43;		19.69;		757.41;		-0.71
2184;		100227;		100270;		43;		19.69;		757.30;		0.52
2185;		100270;		100330;		60;		19.69;		757.30;		0.52
2186;		100330;		100373;		43;		19.69;		757.30;		0.52
2187;		100373;		100416;		43;		19.69;		757.30;		0.52
2188;		100416;		100467;		51;		19.69;		757.30;		0.52
2189;		100467;		100510;		43;		19.69;		757.30;		0.52
2190;		100510;		100553;		43;		19.69;		757.30;		0.52
2191;		100553;		100596;		43;		19.69;		757.30;		0.52
2192;		100596;		100639;		43;		19.69;		757.30;		0.52
2193;		100639;		100682;		43;		19.69;		757.30;		0.52
2194;		100682;		100725;		43;		19.69;		757.30;		0.52
2195;		100725;		100768;		43;		19.69;		757.41;		-0.71
2196;		100768;		100811;		43;		19.69;		757.52;		-1.94
2197;		100811;		100854;		43;		19.69;		757.30;		0.52
2198;		100854;		100928;		74;		19.69;		757.30;		0.52
2199;		100928;		100983;		55;		19.69;		757.30;		0.52
2200;		100983;		101026;		43;		19.69;		757.30;		0.52
2201;		101026;		101069;		43;		19.69;		757.30;		0.52
2202;		101069;		101130;		61;		19.69;		757.30;		0.52
2203;		101130;		101173;		43;		19.69;		757.30;		0.52
2204;		101173;		101216;		43;		19.69;		757.30;		0.52
2205;		101216;		101259;		43;		19.69;		757.41;		-0.71
2206;		101259;		101302;		43;		19.69;		757.30;		0.52
2207;		101302;		101353;		51;		19.69;		757.30;		0.52
2208;		101353;		101396;		43;		19.69;		757.30;		0.52
2209;		101396;		101439;		43;		19.69;		757.30;		0.52
2210;		101439;		101482;		43;		19.69;		757.30;		0.52
2211;		101482;		101525;		43;		19.69;		757.30;		0.52
2212;		101525;		101568;		43;		19.69;		757.30;		0.52
2213;		101568;		101611;		43;		19.69;		757.30;		0.52
2214;		101611;		101654;		43;		19.69;		757.41;		-0.71
2215;		101654;		101697;		43;		19.69;		757.30;		0.52
2216;		101697;		101740;		43;		19.69;		757.30;		0.52
2217;		101740;		101803;		63;		19.69;		757.41;		-0.71
2218;		101803;		101910;		107;		19.69;		757.41;		-0.71
2219;		101910;		101953;		43;		19.69;		757.30;		0.52
2220;		101953;		101996;		43;		19.69;		757.41;		-0.71
2221;		101996;		102039;		43;		19.69;		757.41;		-0.71
2222;		102039;		102082;		43;		19.69;		757.30;		0.52
2223;		102082;		102125;		43;		19.69;		757.30;		0.52
2224;		102125;		102168;		43;		19.69;		757.30;		0.52
2225;		102168;		102211;		43;		19.69;		757.41;		-0.71
2226;		102211;		102262;		51;		19.69;		757.41;		-0.71
2227;		102262;		102305;		43;		19.69;		757.30;		0.52
2228;		102305;		102348;		43;		19.69;		757.41;		-0.71
2229;		102348;		102391;		43;		19.69;		757.30;		0.52
2230;		102391;		102434;		43;		19.69;		757.41;		-0.71
2231;		102434;		102477;		43;		19.69;		757.30;		0.52
2232;		102477;		102520;		43;		19.69;		757.30;		0.52
2233;		102520;		102563;		43;		19.69;		757.41;		-0.71
2234;		102563;		102618;		55;		19.69;		757.41;		-0.71
2235;		102618;		102679;		61;		19.69;		757.41;		-0.71
2236;		102679;		102730;		51;		19.69;		757.41;		-0.71
2237;		102730;		102773;		43;		19.69;		757.41;		-0.71
2238;		102773;		102816;		43;		19.69;		757.30;		0.52
2239;		102816;		102859;		43;		19.69;		757.30;		0.52
2240;		102859;		102902;		43;		19.71;		757.45;		-1.16
2241;		102902;		102945;		43;		19.69;		757.30;		0.52
2242;		102945;		102988;		43;		19.69;		757.30;		0.52
2243;		102988;		103031;		43;		19.67;		757.27;		0.85
2244;		103031;		103074;		43;		19.71;		757.33;		0.18
2245;		103074;		103117;		43;		19.69;		757.41;		-0.71
2246;		103117;		103167;		50;		19.69;		757.30;		0.52
2247;		103167;		103210;		43;		19.69;		757.30;		0.52
2248;		103210;		103253;		43;		19.69;		757.30;		0.52
2249;		103253;		103296;		43;		19.69;		757.41;		-0.71
2250;		103296;		103339;		43;		19.69;		757.30;		0.52
2251;		103339;		103410;		71;		19.69;		757.41;		-0.71
2252;		103410;		103453;		43;		19.69;		757.30;		0.52
2253;		103453;		103496;		43;		19.69;		757.41;		-0.71
2254;		103496;		103539;		43;		19.69;		757.41;		-0.71
2255;		103539;		103590;		51;		19.69;		757.30;		0.52
2256;		103590;		103633;		43;		19.69;		757.41;		-0.71
