0;	0;	6706;	6706;	21.01;	755.68;	0.68
1781;	81046;	81089;	43;	20.70;	754.98;	8.49
1782;	81089;	81132;	43;	20.70;	754.98;	8.49
1783;	81132;	81183;	51;	20.72;	755.01;	8.16
1784;	81183;	81226;	43;	20.70;	754.98;	8.49
1785;	81226;	81269;	43;	20.72;	754.90;	9.39
1786;	81269;	81312;	43;	20.72;	755.01;	8.16
1787;	81312;	81355;	43;	20.72;	755.01;	8.16
1788;	81355;	81398;	43;	20.72;	755.01;	8.16
1789;	81398;	81441;	43;	20.72;	754.90;	9.39
1790;	81441;	81501;	60;	20.70;	754.98;	8.49
1791;	81501;	81544;	43;	20.72;	755.01;	8.16
1792;	81544;	81587;	43;	20.72;	755.01;	8.16
1793;	81587;	81642;	55;	20.72;	755.01;	8.16
1794;	81642;	81693;	51;	20.72;	755.01;	8.16
1795;	81693;	81736;	43;	20.72;	755.01;	8.16
1796;	81736;	81779;	43;	20.72;	754.90;	9.39
1797;	81779;	81822;	43;	20.72;	755.01;	8.16
1798;	81822;	81865;	43;	20.72;	755.01;	8.16
1799;	81865;	81908;	43;	20.72;	754.90;	9.39
1800;	81908;	81951;	43;	20.72;	755.01;	8.16
1801;	81951;	81994;	43;	20.74;	755.16;	6.48
1802;	81994;	82037;	43;	20.74;	755.04;	7.82
1803;	82037;	82080;	43;	20.74;	755.04;	7.82
1804;	82080;	82123;	43;	20.74;	755.16;	6.48
1805;	82123;	82166;	43;	20.74;	755.04;	7.82
1806;	82166;	82218;	52;	20.74;	755.16;	6.48
1807;	82218;	82279;	61;	20.74;	755.04;	7.82
1808;	82279;	82322;	43;	20.72;	755.01;	8.16
1809;	82322;	82365;	43;	20.74;	755.04;	7.82
1810;	82365;	82420;	55;	20.72;	755.01;	8.16
1811;	82420;	82463;	43;	20.74;	755.04;	7.82
1812;	82463;	82506;	43;	20.72;	755.01;	8.16
1813;	82506;	82549;	43;	20.74;	755.04;	7.82
1814;	82549;	82592;	43;	20.74;	755.16;	6.48
1815;	82592;	82635;	43;	20.74;	755.04;	7.82
1816;	82635;	82678;	43;	20.74;	755.04;	7.82
1817;	82678;	82729;	51;	20.72;	755.01;	8.16
1818;	82729;	82772;	43;	20.72;	755.01;	8.16
1819;	82772;	82815;	43;	20.74;	754.93;	9.05
1820;	82815;	82858;	43;	20.74;	755.16;	6.48
1821;	82858;	82901;	43;	20.72;	755.01;	8.16
1822;	82901;	82944;	43;	20.74;	755.04;	7.82
1823;	82944;	83005;	61;	20.72;	755.12;	6.93
1824;	83005;	83048;	43;	20.72;	755.01;	8.16
1825;	83048;	83091;	43;	20.74;	755.04;	7.82
1826;	83091;	83134;	43;	20.74;	755.04;	7.82
1827;	83134;	83189;	55;	20.74;	755.04;	7.82
1828;	83189;	83241;	52;	20.74;	755.04;	7.82
1829;	83241;	83284;	43;	20.74;	755.04;	7.82
1830;	83284;	83327;	43;	20.72;	755.12;	6.93
1831;	83327;	83370;	43;	20.72;	755.12;	6.93
1832;	83370;	83413;	43;	20.74;	755.04;	7.82
1833;	83413;	83456;	43;	20.74;	755.04;	7.82
1834;	83456;	83499;	43;	20.74;	755.04;	7.82
1835;	83499;	83542;	43;	20.74;	755.04;	7.82
1836;	83542;	83585;	43;	20.74;	755.04;	7.82
1837;	83585;	83628;	43;	20.74;	755.16;	6.48
1838;	83628;	83671;	43;	20.72;	755.01;	8.16
1839;	83671;	83714;	43;	20.74;	755.04;	7.82
1840;	83714;	83782;	68;	20.74;	755.04;	7.82
1841;	83782;	83825;	43;	20.74;	755.04;	7.82
1842;	83825;	83868;	43;	20.74;	755.16;	6.48
1843;	83868;	83911;	43;	20.74;	755.04;	7.82
1844;	83911;	83966;	55;	20.74;	755.04;	7.82
1845;	83966;	84009;	43;	20.72;	755.01;	8.16
1846;	84009;	84052;	43;	20.74;	755.04;	7.82
1847;	84052;	84095;	43;	20.72;	755.01;	8.16
1848;	84095;	84138;	43;	20.74;	755.04;	7.82
1849;	84138;	84181;	43;	20.74;	755.16;	6.48
1850;	84181;	84224;	43;	20.74;	755.04;	7.82
1851;	84224;	84275;	51;	20.74;	755.16;	6.48
1852;	84275;	84318;	43;	20.74;	755.04;	7.82
1853;	84318;	84361;	43;	20.74;	754.93;	9.05
1854;	84361;	84404;	43;	20.74;	755.04;	7.82
1855;	84404;	84447;	43;	20.74;	755.04;	7.82
1856;	84447;	84508;	61;	20.74;	754.93;	9.05
1857;	84508;	84551;	43;	20.74;	755.04;	7.82
1858;	84551;	84594;	43;	20.74;	755.04;	7.82
1859;	84594;	84637;	43;	20.74;	755.04;	7.82
1860;	84637;	84680;	43;	20.74;	755.04;	7.82
1861;	84680;	84723;	43;	20.74;	755.04;	7.82
1862;	84723;	84786;	63;	20.74;	755.04;	7.82
1863;	84786;	84829;	43;	20.74;	754.93;	9.05
1864;	84829;	84872;	43;	20.72;	755.01;	8.16
1865;	84872;	84915;	43;	20.74;	755.04;	7.82
1866;	84915;	84958;	43;	20.74;	754.93;	9.05
1867;	84958;	85001;	43;	20.74;	755.04;	7.82
1868;	85001;	85044;	43;	20.74;	755.04;	7.82
1869;	85044;	85087;	43;	20.74;	754.93;	9.05
1870;	85087;	85130;	43;	20.74;	755.04;	7.82
1871;	85130;	85173;	43;	20.74;	755.04;	7.82
1872;	85173;	85216;	43;	20.74;	754.93;	9.05
1873;	85216;	85277;	61;	20.74;	755.04;	7.82
1874;	85277;	85328;	51;	20.74;	755.04;	7.82
1875;	85328;	85371;	43;	20.74;	754.93;	9.05
1876;	85371;	85414;	43;	20.74;	755.04;	7.82
1877;	85414;	85457;	43;	20.74;	754.93;	9.05
1878;	85457;	85500;	43;	20.74;	755.04;	7.82
1879;	85500;	85555;	55;	20.74;	754.93;	9.05
1880;	85555;	85598;	43;	20.74;	755.04;	7.82
1881;	85598;	85641;	43;	20.74;	755.04;	7.82
1882;	85641;	85684;	43;	20.74;	754.93;	9.05
1883;	85684;	85727;	43;	20.74;	754.93;	9.05
1884;	85727;	85770;	43;	20.74;	754.93;	9.05
1885;	85770;	85821;	51;	20.74;	755.04;	7.82
1886;	85821;	85864;	43;	20.74;	755.04;	7.82
1887;	85864;	85907;	43;	20.74;	754.93;	9.05
1888;	85907;	85950;	43;	20.74;	754.93;	9.05
1889;	85950;	86011;	61;	20.74;	754.93;	9.05
1890;	86011;	86054;	43;	20.74;	755.04;	7.82
1891;	86054;	86097;	43;	20.74;	755.04;	7.82
1892;	86097;	86140;	43;	20.75;	754.97;	8.60
1893;	86140;	86183;	43;	20.74;	754.93;	9.05
1894;	86183;	86226;	43;	20.74;	755.04;	7.82
1895;	86226;	86269;	43;	20.74;	754.93;	9.05
1896;	86269;	86324;	55;	20.74;	754.93;	9.05
1897;	86324;	86375;	51;	20.75;	754.97;	8.60
1898;	86375;	86418;	43;	20.75;	754.97;	8.60
1899;	86418;	86461;	43;	20.74;	755.04;	7.82
1900;	86461;	86504;	43;	20.74;	754.93;	9.05
1901;	86504;	86547;	43;	20.74;	755.04;	7.82
1902;	86547;	86590;	43;	20.74;	754.93;	9.05
1903;	86590;	86633;	43;	20.74;	754.93;	9.05
1904;	86633;	86676;	43;	20.74;	754.93;	9.05
1905;	86676;	86719;	43;	20.75;	755.08;	7.38
1906;	86719;	86780;	61;	20.75;	754.97;	8.60
1907;	86780;	86823;	43;	20.74;	755.04;	7.82
1908;	86823;	86874;	51;	20.75;	754.97;	8.60
1909;	86874;	86917;	43;	20.75;	754.97;	8.60
1910;	86917;	86960;	43;	20.75;	754.97;	8.60
1911;	86960;	87003;	43;	20.75;	754.97;	8.60
1912;	87003;	87046;	43;	20.74;	754.93;	9.05
1913;	87046;	87101;	55;	20.75;	754.97;	8.60
1914;	87101;	87144;	43;	20.74;	754.93;	9.05
1915;	87144;	87187;	43;	20.75;	754.97;	8.60
1916;	87187;	87230;	43;	20.75;	754.97;	8.60
1917;	87230;	87273;	43;	20.75;	754.97;	8.60
1918;	87273;	87316;	43;	20.75;	754.97;	8.60
1919;	87316;	87400;	84;	20.75;	754.97;	8.60
1920;	87400;	87443;	43;	20.75;	754.97;	8.60
1921;	87443;	87486;	43;	20.75;	755.08;	7.38
1922;	87486;	87562;	76;	20.75;	754.97;	8.60
1923;	87562;	87605;	43;	20.75;	754.97;	8.60
1924;	87605;	87648;	43;	20.75;	754.97;	8.60
1925;	87648;	87691;	43;	20.75;	754.97;	8.60
1926;	87691;	87734;	43;	20.75;	754.97;	8.60
1927;	87734;	87777;	43;	20.75;	754.97;	8.60
1928;	87777;	87820;	43;	20.75;	754.85;	9.95
1929;	87820;	87863;	43;	20.75;	754.97;	8.60
1930;	87863;	87906;	43;	20.75;	754.97;	8.60
1931;	87906;	87968;	62;	20.75;	754.97;	8.60
1932;	87968;	88011;	43;	20.75;	755.08;	7.38
1933;	88011;	88054;	43;	20.75;	754.85;	9.95
1934;	88054;	88097;	43;	20.75;	754.97;	8.60
1935;	88097;	88140;	43;	20.75;	754.97;	8.60
1936;	88140;	88183;	43;	20.75;	754.85;	9.95
1937;	88183;	88226;	43;	20.75;	754.97;	8.60
1938;	88226;	88269;	43;	20.75;	754.97;	8.60
1939;	88269;	88330;	61;	20.75;	754.85;	9.95
1940;	88330;	88373;	43;	20.75;	754.97;	8.60
1941;	88373;	88416;	43;	20.77;	754.89;	9.50
1942;	88416;	88467;	51;	20.75;	754.85;	9.95
1943;	88467;	88510;	43;	20.77;	754.89;	9.50
1944;	88510;	88553;	43;	20.77;	754.89;	9.50
1945;	88553;	88596;	43;	20.77;	754.89;	9.50
1946;	88596;	88639;	43;	20.77;	755.00;	8.27
1947;	88639;	88682;	43;	20.77;	754.78;	10.73
1948;	88682;	88736;	54;	20.77;	754.89;	9.50
1949;	88736;	88779;	43;	20.77;	754.89;	9.50
1950;	88779;	88822;	43;	20.77;	754.89;	9.50
1951;	88822;	88865;	43;	20.77;	754.89;	9.50
1952;	88865;	88908;	43;	20.77;	754.89;	9.50
1953;	88908;	88959;	51;	20.77;	754.89;	9.50
1954;	88959;	89002;	43;	20.77;	754.89;	9.50
1955;	89002;	89063;	61;	20.77;	754.78;	10.73
1956;	89063;	89106;	43;	20.79;	754.92;	9.16
1957;	89106;	89149;	43;	20.79;	754.92;	9.16
1958;	89149;	89192;	43;	20.79;	754.81;	10.39
1959;	89192;	89235;	43;	20.79;	754.81;	10.39
1960;	89235;	89278;	43;	20.79;	754.81;	10.39
1961;	89278;	89321;	43;	20.79;	754.81;	10.39
1962;	89321;	89364;	43;	20.77;	754.78;	10.73
1963;	89364;	89407;	43;	20.79;	754.81;	10.39
1964;	89407;	89450;	43;	20.79;	754.70;	11.62
1965;	89450;	89512;	62;	20.79;	754.70;	11.62
1966;	89512;	89555;	43;	20.79;	754.81;	10.39
1967;	89555;	89598;	43;	20.79;	754.81;	10.39
1968;	89598;	89641;	43;	20.79;	754.81;	10.39
1969;	89641;	89684;	43;	20.79;	754.70;	11.62
1970;	89684;	89727;	43;	20.79;	754.70;	11.62
1971;	89727;	89770;	43;	20.81;	754.73;	11.29
1972;	89770;	89830;	60;	20.81;	754.73;	11.29
1973;	89830;	89873;	43;	20.79;	754.70;	11.62
1974;	89873;	89916;	43;	20.79;	754.70;	11.62
1975;	89916;	89959;	43;	20.81;	754.62;	12.51
1976;	89959;	90010;	51;	20.81;	754.73;	11.29
1977;	90010;	90053;	43;	20.75;	754.07;	18.66
1978;	90053;	90096;	43;	20.75;	754.07;	18.66
1979;	90096;	90139;	43;	20.75;	753.96;	19.89
1980;	90139;	90182;	43;	20.75;	754.07;	18.66
1981;	90182;	90225;	43;	20.77;	753.99;	19.56
1982;	90225;	90280;	55;	20.79;	754.03;	19.11
1983;	90280;	90323;	43;	20.81;	754.06;	18.78
1984;	90323;	90366;	43;	20.84;	754.35;	15.53
1985;	90366;	90409;	43;	20.81;	753.95;	20.01
1986;	90409;	90452;	43;	20.81;	753.72;	22.58
1987;	90452;	90503;	51;	20.82;	753.87;	20.90
1988;	90503;	90563;	60;	20.84;	753.79;	21.80
1989;	90563;	90606;	43;	20.84;	753.79;	21.80
1990;	90606;	90649;	43;	20.84;	753.79;	21.80
1991;	90649;	90692;	43;	20.86;	753.60;	23.92
1992;	90692;	90735;	43;	20.88;	753.63;	23.59
1993;	90735;	90778;	43;	20.89;	753.55;	24.48
1994;	90778;	90821;	43;	20.89;	753.66;	23.25
1995;	90821;	90864;	43;	20.91;	753.59;	24.03
1996;	90864;	90907;	43;	20.93;	753.51;	24.93
1997;	90907;	90950;	43;	20.95;	753.65;	23.36
1998;	90950;	91001;	51;	20.95;	753.54;	24.59
1999;	91001;	91056;	55;	20.96;	753.46;	25.49
2000;	91056;	91099;	43;	21.00;	753.41;	26.05
2001;	91099;	91159;	60;	21.00;	753.64;	23.47
2002;	91159;	91202;	43;	21.01;	753.56;	24.37
2003;	91202;	91245;	43;	21.03;	753.59;	24.03
2004;	91245;	91288;	43;	21.07;	753.77;	22.02
2005;	91288;	91349;	61;	21.10;	754.06;	18.78
2006;	91349;	91392;	43;	21.10;	753.95;	20.01
2007;	91392;	91435;	43;	21.10;	753.72;	22.58
2008;	91435;	91478;	43;	21.10;	753.50;	25.04
2009;	91478;	91529;	51;	21.12;	753.64;	23.47
2010;	91529;	91572;	43;	21.12;	753.42;	25.93
2011;	91572;	91615;	43;	21.14;	753.57;	24.26
2012;	91615;	91658;	43;	21.14;	753.45;	25.60
2013;	91658;	91701;	43;	21.15;	753.49;	25.15
2014;	91701;	91744;	43;	21.15;	753.49;	25.15
2015;	91744;	91787;	43;	21.17;	753.52;	24.82
2016;	91787;	91841;	54;	21.19;	753.44;	25.71
2017;	91841;	91884;	43;	21.19;	753.33;	26.94
2018;	91884;	91927;	43;	21.20;	753.36;	26.61
2019;	91927;	91970;	43;	21.22;	753.39;	26.27
2020;	91970;	92021;	51;	21.24;	753.43;	25.82
2021;	92021;	92082;	61;	21.24;	753.32;	27.05
2022;	92082;	92125;	43;	21.26;	753.35;	26.72
2023;	92125;	92168;	43;	21.26;	753.24;	27.95
2024;	92168;	92211;	43;	21.27;	753.38;	26.38
2025;	92211;	92254;	43;	21.29;	753.41;	26.05
2026;	92254;	92297;	43;	21.31;	753.45;	25.60
2027;	92297;	92340;	43;	21.31;	753.45;	25.60
2028;	92340;	92383;	43;	21.33;	753.48;	25.26
2029;	92383;	92426;	43;	21.34;	753.51;	24.93
2030;	92426;	92469;	43;	21.34;	753.40;	26.16
2031;	92469;	92533;	64;	21.36;	753.43;	25.82
2032;	92533;	92576;	43;	21.38;	753.36;	26.61
2033;	92576;	92631;	55;	21.39;	753.39;	26.27
2034;	92631;	92674;	43;	21.39;	753.39;	26.27
2035;	92674;	92717;	43;	21.41;	753.31;	27.17
2036;	92717;	92760;	43;	21.41;	753.31;	27.17
2037;	92760;	92803;	43;	21.43;	753.34;	26.83
2038;	92803;	92864;	61;	21.43;	753.45;	25.60
2039;	92864;	92907;	43;	21.45;	753.37;	26.49
2040;	92907;	92950;	43;	21.46;	753.41;	26.05
2041;	92950;	92993;	43;	21.46;	753.41;	26.05
2042;	92993;	93036;	43;	21.48;	753.44;	25.71
2043;	93036;	93087;	51;	21.48;	753.44;	25.71
2044;	93087;	93130;	43;	21.50;	753.36;	26.61
2045;	93130;	93173;	43;	21.52;	753.39;	26.27
2046;	93173;	93216;	43;	21.55;	753.91;	20.45
2047;	93216;	93259;	43;	21.52;	753.39;	26.27
2048;	93259;	93302;	43;	21.55;	753.35;	26.72
2049;	93302;	93345;	43;	21.55;	753.46;	25.49
2050;	93345;	93388;	43;	21.57;	753.38;	26.38
2051;	93388;	93443;	55;	21.57;	753.38;	26.38
2052;	93443;	93486;	43;	21.57;	753.38;	26.38
2053;	93486;	93529;	43;	21.59;	753.30;	27.28
2054;	93529;	93597;	68;	21.60;	753.45;	25.60
2055;	93597;	93640;	43;	21.60;	753.33;	26.94
2056;	93640;	93683;	43;	21.62;	753.37;	26.49
2057;	93683;	93726;	43;	21.64;	753.29;	27.39
2058;	93726;	93769;	43;	21.64;	753.29;	27.39
2059;	93769;	93812;	43;	21.64;	753.29;	27.39
2060;	93812;	93855;	43;	21.65;	753.32;	27.05
2061;	93855;	93898;	43;	21.67;	753.47;	25.38
2062;	93898;	93941;	43;	21.67;	753.35;	26.72
2063;	93941;	93984;	43;	21.69;	753.39;	26.27
2064;	93984;	94027;	43;	21.69;	753.50;	25.04
2065;	94027;	94078;	51;	21.71;	753.42;	25.93
2066;	94078;	94121;	43;	21.71;	753.53;	24.70
2067;	94121;	94164;	43;	21.72;	753.45;	25.60
2068;	94164;	94218;	54;	21.74;	753.60;	23.92
2069;	94218;	94261;	43;	21.74;	753.49;	25.15
2070;	94261;	94304;	43;	21.74;	753.37;	26.49
2071;	94304;	94365;	61;	21.76;	753.41;	26.05
2072;	94365;	94408;	43;	21.79;	753.58;	24.14
2073;	94408;	94451;	43;	21.78;	753.44;	25.71
2074;	94451;	94494;	43;	21.79;	753.36;	26.61
2075;	94494;	94537;	43;	21.79;	753.36;	26.61
2076;	94537;	94620;	83;	21.83;	753.43;	25.82
2077;	94620;	94663;	43;	21.83;	753.31;	27.17
2078;	94663;	94706;	43;	21.84;	753.35;	26.72
2079;	94706;	94749;	43;	21.84;	753.46;	25.49
2080;	94749;	94792;	43;	21.86;	753.38;	26.38
2081;	94792;	94835;	43;	21.90;	753.78;	21.91
2082;	94835;	94878;	43;	21.93;	753.96;	19.89
2083;	94878;	94921;	43;	21.93;	753.96;	19.89
2084;	94921;	94964;	43;	21.90;	753.45;	25.60
2085;	94964;	95019;	55;	21.90;	753.33;	26.94
2086;	95019;	95062;	43;	21.91;	753.48;	25.26
2087;	95062;	95147;	85;	21.91;	753.25;	27.84
2088;	95147;	95190;	43;	21.93;	753.29;	27.39
2089;	95190;	95233;	43;	21.95;	753.32;	27.05
2090;	95233;	95276;	43;	21.95;	753.21;	28.28
2091;	95276;	95319;	43;	21.95;	753.32;	27.05
2092;	95319;	95362;	43;	22.02;	753.90;	20.56
2093;	95362;	95405;	43;	22.02;	753.68;	23.03
2094;	95405;	95448;	43;	22.02;	753.79;	21.80
2095;	95448;	95491;	43;	22.03;	753.93;	20.23
2096;	95491;	95534;	43;	22.03;	753.93;	20.23
2097;	95534;	95577;	43;	22.05;	753.97;	19.78
2098;	95577;	95628;	51;	22.05;	753.85;	21.12
2099;	95628;	95671;	43;	22.05;	753.85;	21.12
2100;	95671;	95714;	43;	22.07;	753.77;	22.02
2101;	95714;	95757;	43;	22.07;	753.89;	20.68
2102;	95757;	95812;	55;	22.07;	753.77;	22.02
2103;	95812;	95855;	43;	22.07;	753.77;	22.02
2104;	95855;	95916;	61;	22.09;	753.92;	20.34
2105;	95916;	95959;	43;	22.10;	753.95;	20.01
2106;	95959;	96002;	43;	22.12;	754.10;	18.33
2107;	96002;	96045;	43;	22.12;	754.10;	18.33
2108;	96045;	96088;	43;	22.12;	754.10;	18.33
2109;	96088;	96139;	51;	22.12;	753.98;	19.67
2110;	96139;	96182;	43;	22.12;	754.10;	18.33
2111;	96182;	96225;	43;	22.12;	754.10;	18.33
2112;	96225;	96268;	43;	22.14;	754.02;	19.22
2113;	96268;	96311;	43;	22.12;	753.98;	19.67
2114;	96311;	96354;	43;	22.12;	754.10;	18.33
2115;	96354;	96397;	43;	22.12;	754.10;	18.33
2116;	96397;	96440;	43;	22.12;	753.98;	19.67
2117;	96440;	96483;	43;	22.14;	754.02;	19.22
2118;	96483;	96526;	43;	22.14;	754.02;	19.22
2119;	96526;	96569;	43;	22.12;	753.98;	19.67
2120;	96569;	96642;	73;	22.14;	754.13;	17.99
2121;	96642;	96681;	39;	22.14;	754.02;	19.22
2122;	96681;	96724;	43;	22.14;	754.13;	17.99
2123;	96724;	96767;	43;	22.14;	754.02;	19.22
2124;	96767;	96810;	43;	22.14;	754.02;	19.22
2125;	96810;	96853;	43;	22.16;	754.16;	17.66
2126;	96853;	96896;	43;	22.16;	754.16;	17.66
2127;	96896;	96939;	43;	22.16;	754.05;	18.89
2128;	96939;	96982;	43;	22.16;	754.16;	17.66
2129;	96982;	97025;	43;	22.17;	754.08;	18.55
2130;	97025;	97068;	43;	22.16;	754.16;	17.66
2131;	97068;	97111;	43;	22.16;	754.16;	17.66
2132;	97111;	97162;	51;	22.17;	754.20;	17.21
2133;	97162;	97205;	43;	22.17;	754.08;	18.55
2134;	97205;	97248;	43;	22.17;	754.20;	17.21
2135;	97248;	97291;	43;	22.17;	754.08;	18.55
2136;	97291;	97334;	43;	22.19;	754.23;	16.87
2137;	97334;	97407;	73;	22.19;	754.23;	16.87
2138;	97407;	97450;	43;	22.17;	754.08;	18.55
2139;	97450;	97493;	43;	22.19;	754.12;	18.10
2140;	97493;	97536;	43;	22.19;	754.12;	18.10
2141;	97536;	97579;	43;	22.19;	754.12;	18.10
2142;	97579;	97622;	43;	22.17;	754.08;	18.55
2143;	97622;	97673;	51;	22.19;	754.12;	18.10
2144;	97673;	97716;	43;	22.19;	754.00;	19.45
2145;	97716;	97759;	43;	22.19;	754.00;	19.45
2146;	97759;	97802;	43;	22.21;	754.15;	17.77
2147;	97802;	97845;	43;	22.21;	754.15;	17.77
2148;	97845;	97888;	43;	22.19;	754.00;	19.45
2149;	97888;	97931;	43;	22.21;	753.92;	20.34
2150;	97931;	97974;	43;	22.19;	753.89;	20.68
2151;	97974;	98017;	43;	22.21;	753.92;	20.34
2152;	98017;	98060;	43;	22.21;	753.92;	20.34
2153;	98060;	98103;	43;	22.21;	753.92;	20.34
2154;	98103;	98183;	80;	22.19;	753.78;	21.91
2155;	98183;	98226;	43;	22.21;	753.81;	21.57
2156;	98226;	98269;	43;	22.23;	753.85;	21.12
2157;	98269;	98312;	43;	22.23;	753.85;	21.12
2158;	98312;	98355;	43;	22.23;	753.96;	19.89
2159;	98355;	98398;	43;	22.24;	753.88;	20.79
2160;	98398;	98441;	43;	22.23;	753.85;	21.12
2161;	98441;	98484;	43;	22.23;	753.85;	21.12
2162;	98484;	98527;	43;	22.24;	753.88;	20.79
2163;	98527;	98570;	43;	22.24;	753.77;	22.02
2164;	98570;	98613;	43;	22.26;	753.91;	20.45
2165;	98613;	98664;	51;	22.26;	753.80;	21.68
2166;	98664;	98707;	43;	22.26;	753.91;	20.45
2167;	98707;	98750;	43;	22.28;	753.83;	21.35
2168;	98750;	98793;	43;	22.26;	753.80;	21.68
2169;	98793;	98836;	43;	22.28;	753.83;	21.35
2170;	98836;	98896;	60;	22.29;	753.98;	19.67
2171;	98896;	98950;	54;	22.29;	753.86;	21.01
2172;	98950;	98993;	43;	22.29;	753.86;	21.01
2173;	98993;	99036;	43;	22.29;	753.98;	19.67
2174;	99036;	99079;	43;	22.31;	754.01;	19.33
2175;	99079;	99122;	43;	22.31;	754.01;	19.33
2176;	99122;	99173;	51;	22.31;	754.01;	19.33
2177;	99173;	99216;	43;	22.31;	753.90;	20.56
2178;	99216;	99259;	43;	22.33;	753.93;	20.23
2179;	99259;	99302;	43;	22.33;	753.82;	21.46
2180;	99302;	99345;	43;	22.33;	753.93;	20.23
2181;	99345;	99388;	43;	22.35;	753.85;	21.12
2182;	99388;	99431;	43;	22.36;	754.00;	19.45
2183;	99431;	99474;	43;	22.36;	753.88;	20.79
2184;	99474;	99517;	43;	22.36;	753.88;	20.79
2185;	99517;	99560;	43;	22.36;	753.88;	20.79
2186;	99560;	99603;	43;	22.36;	754.00;	19.45
2187;	99603;	99672;	69;	22.38;	753.92;	20.34
2188;	99672;	99727;	55;	22.38;	754.03;	19.11
2189;	99727;	99770;	43;	22.38;	754.03;	19.11
2190;	99770;	99813;	43;	22.38;	753.92;	20.34
2191;	99813;	99856;	43;	22.38;	754.03;	19.11
2192;	99856;	99899;	43;	22.40;	753.95;	20.01
2193;	99899;	99942;	43;	22.40;	753.84;	21.24
2194;	99942;	99985;	43;	22.40;	753.84;	21.24
2195;	99985;	100028;	43;	22.40;	753.84;	21.24
2196;	100028;	100071;	43;	22.40;	753.84;	21.24
2197;	100071;	100114;	43;	22.42;	753.87;	20.90
2198;	100114;	100165;	51;	22.40;	753.72;	22.58
2199;	100165;	100208;	43;	22.42;	753.76;	22.13
2200;	100208;	100251;	43;	22.43;	753.79;	21.80
2201;	100251;	100294;	43;	22.43;	753.90;	20.56
2202;	100294;	100337;	43;	22.42;	753.87;	20.90
2203;	100337;	100397;	60;	22.43;	753.90;	20.56
2204;	100397;	100440;	43;	22.43;	753.90;	20.56
2205;	100440;	100483;	43;	22.43;	753.90;	20.56
2206;	100483;	100538;	55;	22.43;	753.90;	20.56
2207;	100538;	100581;	43;	22.45;	753.82;	21.46
2208;	100581;	100624;	43;	22.45;	753.82;	21.46
2209;	100624;	100675;	51;	22.45;	753.71;	22.69
2210;	100675;	100718;	43;	22.45;	753.82;	21.46
2211;	100718;	100761;	43;	22.47;	753.86;	21.01
2212;	100761;	100804;	43;	22.47;	753.74;	22.35
2213;	100804;	100847;	43;	22.47;	753.74;	22.35
2214;	100847;	100890;	43;	22.47;	753.74;	22.35
2215;	100890;	100933;	43;	22.47;	753.74;	22.35
2216;	100933;	100976;	43;	22.48;	753.78;	21.91
2217;	100976;	101019;	43;	22.48;	753.66;	23.25
2218;	101019;	101062;	43;	22.48;	753.78;	21.91
2219;	101062;	101105;	43;	22.50;	753.70;	22.80
2220;	101105;	101174;	69;	22.50;	753.70;	22.80
2221;	101174;	101217;	43;	22.50;	753.70;	22.80
2222;	101217;	101260;	43;	22.50;	753.70;	22.80
2223;	101260;	101315;	55;	22.52;	753.73;	22.47
2224;	101315;	101358;	43;	22.54;	753.76;	22.13
2225;	101358;	101401;	43;	22.52;	753.73;	22.47
2226;	101401;	101444;	43;	22.54;	753.65;	23.36
2227;	101444;	101487;	43;	22.54;	753.65;	23.36
2228;	101487;	101530;	43;	22.54;	753.65;	23.36
2229;	101530;	101573;	43;	22.55;	753.68;	23.03
2230;	101573;	101657;	84;	22.57;	753.72;	22.58
2231;	101657;	101700;	43;	22.57;	753.72;	22.58
2232;	101700;	101743;	43;	22.57;	753.49;	25.15
2233;	101743;	101786;	43;	22.57;	753.60;	23.92
2234;	101786;	101829;	43;	22.59;	753.64;	23.47
2235;	101829;	101872;	43;	22.59;	753.64;	23.47
2236;	101872;	101933;	61;	22.59;	753.64;	23.47
2237;	101933;	101976;	43;	22.59;	753.64;	23.47
2238;	101976;	102019;	43;	22.61;	753.67;	23.14
2239;	102019;	102062;	43;	22.61;	753.56;	24.37
2240;	102062;	102116;	54;	22.61;	753.67;	23.14
2241;	102116;	102167;	51;	22.61;	753.56;	24.37
2242;	102167;	102210;	43;	22.62;	753.59;	24.03
2243;	102210;	102253;	43;	22.62;	753.70;	22.80
2244;	102253;	102296;	43;	22.64;	753.51;	24.93
2245;	102296;	102339;	43;	22.64;	753.62;	23.70
2246;	102339;	102382;	43;	22.66;	753.66;	23.25
2247;	102382;	102425;	43;	22.66;	753.54;	24.59
2248;	102425;	102468;	43;	22.66;	753.54;	24.59
2249;	102468;	102511;	43;	22.66;	753.54;	24.59
2250;	102511;	102554;	43;	22.67;	753.69;	22.91
2251;	102554;	102597;	43;	22.67;	753.69;	22.91
2252;	102597;	102648;	51;	22.69;	753.72;	22.58
2253;	102648;	102709;	61;	22.71;	753.87;	20.90
2254;	102709;	102752;	43;	22.71;	753.87;	20.90
2255;	102752;	102795;	43;	22.71;	753.64;	23.47
2256;	102795;	102838;	43;	22.71;	753.64;	23.47
2257;	102838;	102892;	54;	22.71;	753.53;	24.70
2258;	102892;	102935;	43;	22.71;	753.64;	23.47
2259;	102935;	102978;	43;	22.71;	753.53;	24.70
2260;	102978;	103021;	43;	22.71;	753.53;	24.70
2261;	103021;	103064;	43;	22.73;	753.56;	24.37
